0,1,2
5.043015357303924,0.0,0.06208100872237863
4.291446718898245,0.5097957045546849,0.0
3.5842970065042894,1.1041636404731887,0.09608589669527498
2.7891567328110587,1.5716277236063925,0.0
2.5227870715067398,1.77158038996444,0.0
1.7766092120156876,1.8723315558703069,0.039862660004925936
1.6873225717149842,1.8795082580600717,0.0
1.5136541599466362,2.076479912627114,0.19909051225369812
1.0869580987249747,2.3950807074647757,0.18348482115388648
1.1708065495486135,2.1399913948102296,0.10284685417178024
0.9709785635944983,2.166401766132496,0.3907241261063942
1.077394313888373,2.2410747874600823,0.21700665207654113
1.0558751396267883,2.186450923094283,0.2344757253413609
0.5628979634617579,2.4113620914882263,0.45181464986237174
0.5675208601953645,2.3964248867507645,0.4265770826605053
0.5519250430850101,2.1983298210531816,0.5629728470024296
0.7683920725597357,2.3150188858491956,0.12464462931615658
0.6042598519141177,2.2422521181573907,0.0
0.7291997028643898,2.484148405558408,0.2986389214610423
0.5908126692693222,2.622206077488138,0.32974387276821837
0.48189250654748517,2.2769248355141842,0.0
0.4580572345669901,2.2587295141648633,0.21270635024996068
0.35296201730274934,2.6523957413930495,0.5744027050513906
0.2237645611378199,2.420601074473532,0.19492911511514605
0.30904464503751256,2.1847469914159774,0.2683868223466249
0.31689491015357146,2.2523217549048247,0.3531692000017137
0.36044248525713907,2.3021866175483225,0.2950486855316988
0.3362991016991863,2.1856252905190754,0.6188005700683511
0.0,2.4904502808456668,0.40255214036547043
0.0,2.503064749780434,0.3445638160984746
